[2026-03-10 13:45:45.832] [info] [:] [main_qml.cpp:30:main] "-------------------------------Application starting (QML)..."
[2026-03-10 13:45:54.402] [debug] [:] [PicMatchViewModel.cpp:329:onPlayerCallback] "onPlayerCallback showid: xiaoxiaoyan_1"
[2026-03-10 13:45:54.402] [debug] [:] [FaceImageProvider.cpp:35:setImage] "FaceImageProvider::setImage id=xiaoxiaoyan_1_face_0 size=209x234 cacheCount=1"
[2026-03-10 13:45:54.402] [debug] [:] [PicMatchModel.cpp:147:facesToVariantList] "facesToVariantList face=xiaoxiaoyan_1_face_0 providerUrl=image://picmatchfaces/xiaoxiaoyan_1_face_0?v=2"
[2026-03-10 13:45:54.402] [debug] [:] [PicMatchViewModel.cpp:340:onPlayerCallback] "onPlayerCallback restored and setList count=1"
[2026-03-10 13:45:54.418] [debug] [:] [PicRecognitionObj.cpp:510:detectFacesInRgba] "Using DNN for face detection"
[2026-03-10 13:45:54.420] [debug] [:] [PicRecognitionObj.cpp:314:detectFacesWithDNN] "Starting DNN face detection, image size: 960x1282"
[2026-03-10 13:45:54.420] [debug] [:] [PicRecognitionObj.cpp:315:detectFacesWithDNN] "Net is empty: false"
[2026-03-10 13:45:54.421] [debug] [:] [PicRecognitionObj.cpp:323:detectFacesWithDNN] "Blob created with size: 1x3x300x300"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:334:detectFacesWithDNN] "Successfully got detections using output layer: detection_out, dims: 4"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:362:detectFacesWithDNN] "Detections matrix dimensions: 4"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:365:detectFacesWithDNN] "Detected Caffe-style output format: 1x1xNx7, num_detections: 200"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:386:detectFacesWithDNN] "Converted coordinates: x=250, y=199, w=350, h=373"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:390:detectFacesWithDNN] "Adding face detection: (250,199)-(600,572)"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:479:detectFacesWithDNN] "DNN face detection finished, found 1 faces"
[2026-03-10 13:45:54.436] [debug] [:] [PicRecognitionObj.cpp:517:detectFacesInRgba] "DNN returned 1 faces"
[2026-03-10 13:45:54.444] [debug] [:] [PicRecognitionObj.cpp:291:estimateAge] "Age prediction: range=(0-2), confidence=0.681"
[2026-03-10 13:45:54.445] [debug] [:] [PicRecognitionObj.cpp:669:detectFacesInRgba] "Face detection completed: 1 faces detected for image ID: xiaoxiaoyan_2"
[2026-03-10 13:45:54.445] [debug] [:] [PicRecognitionObj.cpp:674:detectFacesInRgba] "Face 0: x=0.260, y=0.155, width=0.365, height=0.291, confidence=0.948, age=1, face image size: 430x453"
[2026-03-10 13:45:54.445] [debug] [:] [FaceImageProvider.cpp:35:setImage] "FaceImageProvider::setImage id=xiaoxiaoyan_2_face_0 size=430x453 cacheCount=2"
[2026-03-10 13:45:54.445] [debug] [:] [PicMatchModel.cpp:147:facesToVariantList] "facesToVariantList face=xiaoxiaoyan_2_face_0 providerUrl=image://picmatchfaces/xiaoxiaoyan_2_face_0?v=3"
[2026-03-10 13:45:54.448] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_1_face_0?v=1&r=1_-1 parsedId=xiaoxiaoyan_1_face_0 hit=true req=-1x-1 cached=209x234 cacheCount=2"
[2026-03-10 13:45:54.449] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_1_face_0?v=2&r=1_0 parsedId=xiaoxiaoyan_1_face_0 hit=true req=-1x-1 cached=209x234 cacheCount=2"
[2026-03-10 13:45:54.449] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_1_face_0?v=2&r=1_-1 parsedId=xiaoxiaoyan_1_face_0 hit=true req=-1x-1 cached=209x234 cacheCount=2"
[2026-03-10 13:45:54.449] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_2_face_0?v=3&r=1_0 parsedId=xiaoxiaoyan_2_face_0 hit=true req=-1x-1 cached=430x453 cacheCount=2"
[2026-03-10 13:45:57.798] [debug] [:] [PicMatchViewModel.cpp:76:picCallbackBridge] "picCallbackBridge: handle=1, msg=1, user=0xbb26a4280"
[2026-03-10 13:45:57.814] [debug] [:] [PicMatchViewModel.cpp:329:onPlayerCallback] "onPlayerCallback showid: xiaoxiaoyan_2"
[2026-03-10 13:45:57.815] [debug] [:] [FaceImageProvider.cpp:35:setImage] "FaceImageProvider::setImage id=xiaoxiaoyan_2_face_0 size=430x453 cacheCount=2"
[2026-03-10 13:45:57.815] [debug] [:] [PicMatchModel.cpp:147:facesToVariantList] "facesToVariantList face=xiaoxiaoyan_2_face_0 providerUrl=image://picmatchfaces/xiaoxiaoyan_2_face_0?v=4"
[2026-03-10 13:45:57.815] [debug] [:] [PicMatchViewModel.cpp:340:onPlayerCallback] "onPlayerCallback restored and setList count=1"
[2026-03-10 13:45:57.840] [debug] [:] [PicRecognitionObj.cpp:510:detectFacesInRgba] "Using DNN for face detection"
[2026-03-10 13:45:57.842] [debug] [:] [PicRecognitionObj.cpp:314:detectFacesWithDNN] "Starting DNN face detection, image size: 1279x1706"
[2026-03-10 13:45:57.842] [debug] [:] [PicRecognitionObj.cpp:315:detectFacesWithDNN] "Net is empty: false"
[2026-03-10 13:45:57.843] [debug] [:] [PicRecognitionObj.cpp:323:detectFacesWithDNN] "Blob created with size: 1x3x300x300"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:334:detectFacesWithDNN] "Successfully got detections using output layer: detection_out, dims: 4"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:362:detectFacesWithDNN] "Detections matrix dimensions: 4"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:365:detectFacesWithDNN] "Detected Caffe-style output format: 1x1xNx7, num_detections: 200"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:386:detectFacesWithDNN] "Converted coordinates: x=612, y=449, w=167, h=188"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:390:detectFacesWithDNN] "Adding face detection: (612,449)-(779,637)"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:479:detectFacesWithDNN] "DNN face detection finished, found 1 faces"
[2026-03-10 13:45:57.856] [debug] [:] [PicRecognitionObj.cpp:517:detectFacesInRgba] "DNN returned 1 faces"
[2026-03-10 13:45:57.864] [debug] [:] [PicRecognitionObj.cpp:291:estimateAge] "Age prediction: range=(4-6), confidence=0.767"
[2026-03-10 13:45:57.864] [debug] [:] [PicRecognitionObj.cpp:669:detectFacesInRgba] "Face detection completed: 1 faces detected for image ID: xiaoxiaoyan_3"
[2026-03-10 13:45:57.864] [debug] [:] [PicRecognitionObj.cpp:674:detectFacesInRgba] "Face 0: x=0.478, y=0.263, width=0.131, height=0.110, confidence=0.964, age=4, face image size: 247x268"
[2026-03-10 13:45:57.864] [debug] [:] [FaceImageProvider.cpp:35:setImage] "FaceImageProvider::setImage id=xiaoxiaoyan_3_face_0 size=247x268 cacheCount=3"
[2026-03-10 13:45:57.864] [debug] [:] [PicMatchModel.cpp:147:facesToVariantList] "facesToVariantList face=xiaoxiaoyan_3_face_0 providerUrl=image://picmatchfaces/xiaoxiaoyan_3_face_0?v=5"
[2026-03-10 13:45:57.869] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_2_face_0?v=3&r=1_-1 parsedId=xiaoxiaoyan_2_face_0 hit=true req=-1x-1 cached=430x453 cacheCount=3"
[2026-03-10 13:45:57.870] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_2_face_0?v=4&r=1_0 parsedId=xiaoxiaoyan_2_face_0 hit=true req=-1x-1 cached=430x453 cacheCount=3"
[2026-03-10 13:45:57.870] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_2_face_0?v=4&r=1_-1 parsedId=xiaoxiaoyan_2_face_0 hit=true req=-1x-1 cached=430x453 cacheCount=3"
[2026-03-10 13:45:57.870] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_3_face_0?v=5&r=1_0 parsedId=xiaoxiaoyan_3_face_0 hit=true req=-1x-1 cached=247x268 cacheCount=3"
[2026-03-10 13:45:58.398] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_3_face_0?v=5&r=1_-1 parsedId=xiaoxiaoyan_3_face_0 hit=true req=-1x-1 cached=247x268 cacheCount=3"
